link,gambar,nama_produk,harga,diskon,rating,kota,deskripsi
https://shopee.co.id/Morin-Topping-Caramel-310gr-i.65323877.6716114778,https://down-id.img.susercontent.com/file/id-11134207-7rasm-m50wopzo9rx45a_tn.webp,Morin Topping Caramel 310gr,25.200,-7%,4.9,KOTA SURABAYA,"Morin Topping Caramel 310gr memiliki rasa manis dan lembut dengan tekstur yang kental, memberikan sentuhan klasik pada berbagai hidangan penutup. Menggunakan gula asli, tanpa tambahan perisa. Saran Penyajian, Gunakan sebagai topping untuk es krim, pancake, atau crepes. Cocok juga sebagai hiasan pada kopi atau minuman dingin. Nikmati saus karamel manis ini sebagai topping makanan penutup! Termasuk dalam kategori bahan makanan dan topping."
https://shopee.co.id/Paket-Sambal-Terasi-Dua-Belibis-15-Gr-Buy-2-Get-1-i.59512114.3866769167,https://down-id.img.susercontent.com/file/298186a09061b1f84ddda19fb28e1bf3_tn.webp,Paket Sambal Terasi Dua Belibis 15 Gr Buy 2 Get 1,20.000,,4.9,KOTA JAKARTA UTARA,"Paket Sambal Terasi Dua Belibis 15 Gr Buy 2 Get 1. Baru..!! Kreasi pedas sambal terasi Dua Belibis dibuat dari cabe asli pilihan dan terasi berkualitas, diolah dengan teknologi modern dan bahan-bahan premium lainnya. Mempunyai cita rasa yang khas dan gurih, sehingga membuat momen makan menjadi lebih istimewa. Kuy cobain..!! Ukuran: 15 gr. Nikmati saus sambal dengan rasa terasi yang gurih dan pedas ini! Termasuk dalam kategori bumbu masakan dan sambal."
https://shopee.co.id/Masako%C2%AE-Bumbu-Kaldu-Ayam-Penyedap-Rasa-8.5g-(24-pcs)-i.61668240.8017318281,https://down-id.img.susercontent.com/file/id-11134207-7r98q-lop49c1dmqrt38_tn.webp,Masako Bumbu Kaldu Ayam Penyedap Rasa 8.5g (24 pcs),12.000,,4.9,KAB. SIDOARJO,"Masako Bumbu Kaldu Ayam Penyedap Rasa 8.5g (24 pcs) dibuat dengan daging ayam berkualitas serta kombinasi bumbu dan rempah pilihan. Menghasilkan rasa kaldu yang lezat, seperti kaldu buatan sendiri di rumah, untuk masakan sehari-hari dengan cara yang mudah dan praktis. Masako® sajikan #KenikmatanHakiki untuk keluarga, makanan jadi makin enak dan lezat, jadi pingin tambah lagi! Kandungan garam/natrium 520 mg per sajian. Dengan Ekstrak Daging Ayam 1.01%. Dibuat dengan daging pilihan di pabrik sendiri. Gunakan bumbu kaldu ayam ini untuk meningkatkan rasa masakan Anda! Termasuk dalam kategori bumbu masakan dan penyedap rasa."
https://shopee.co.id/Ultra-Milk-Low-Fat-Chocolate-250ml-Bebas-Pengawet-i.81205338.3736275086,https://down-id.img.susercontent.com/file/id-11134207-7ras8-m5gedybv2xw660_tn.webp,Ultra Milk Low Fat Chocolate 250ml Bebas Pengawet,53.400,-8%,4.9,KOTA SURABAYA,Ultra Milk Low Fat Chocolate 250ml Bebas Pengawet adalah susu UHT rendah lemak berkualitas untuk keluarga Indonesia. Ayo lakukan kebiasaan baik minum susu setiap hari untuk mengawali aktivitas Anda.
https://shopee.co.id/Frisian-Flag-Bendera-Kental-Manis-Cokelat-Pouch-280g-1-Pcs-i.70448302.13175898302,https://down-id.img.susercontent.com/file/id-11134201-7rasj-m53op24ujzrnd1_tn.webp,Frisian Flag Bendera Kental Manis Cokelat Pouch 280g - 1 Pcs,11.800,-8%,4.9,KOTA SURABAYA,"Frisian Flag Bendera Kental Manis Cokelat Pouch 280g - 1 Pcs mengandung zat gizi makro (protein, karbohidrat, dan lemak nabati) serta 9 Vitamin (A, D3, E, B1, B2, B3, B6, B12, C) dan mineral (Kalsium, Fosfor, Selenium, Mangan). Satu porsi mengandung 135 kkal energi. Dapat dikonsumsi segala usia (kecuali bayi 0-12 bulan) sebagai pelengkap sajian makanan dan minuman keluarga. Nikmati susu kental manis rasa cokelat yang lezat ini! Termasuk dalam kategori produk susu dan susu kental manis."
https://shopee.co.id/Oatside-Oat-Milk-Barista-Blend-1L-X-2-Pcs-Tanpa-Pengawet-i.65323877.17904485221,https://down-id.img.susercontent.com/file/id-11134201-7r98r-lxt72pw12jvyde_tn.webp,Oatside Oat Milk Barista Blend 1L X 2 Pcs Tanpa Pengawet,73.300,-27%,4.8,KOTA SURABAYA,"OATSIDE Oat Milk Barista Blend 1L x 2 pcs. Kalau masih mikir susu nabati rasanya aneh, fix belum nyobain Oatside. Karena plain and simple: ini susu oat yang rasanya super duper enak, apalagi buat jadi campuran teh atau kopi. Milky, walau bukan dari sapi. Creamy, tanpa lemak jenuh. Malty, tanpa tambahan gula. Dan tanpa-tanpa lainnya: tanpa pengawet, tanpa perasa buatan, tanpa pewarna, tanpa gluten, tanpa kacang, tanpa kimia-kimia ribet, tanpa rasa bersalah, baik karena lagi diet atau karena mikirin child-labor dan petani yang dipekerjakan secara nggak adil. Dan inget, rasanya, enak, parah. Fix beli. Add to cart. Check out. Sekarang. Nikmati susu oat barista blend yang lezat dan creamy ini! Termasuk dalam kategori minuman nabati dan susu oat."
https://shopee.co.id/Sedaap-Mie-Instan-Cup-Goreng-81-Gr-X3-Bumbu-Pilihan-i.64474495.5038097715,https://down-id.img.susercontent.com/file/478e687bb403db4482154dc22026fad9_tn.webp,Sedaap Mie Instan Cup Goreng 81 Gr X3 Bumbu Pilihan,15.500,-4%,4.9,KOTA SEMARANG,"Mie Sedaap Goreng Cup 85 gr isi 3 adalah mie instan dalam cup, terbuat dari bahan mie berkualitas terbaik dan bumbunya terbuat dari bahan pilihan. Praktis dan mudah disajikan. Nikmati mie goreng instan dalam kemasan cup ini! Termasuk dalam kategori makanan instan dan mie instan goreng."
https://shopee.co.id/Frisian-Flag-Family-UHT-Full-Cream-946-ml-x-3-pcs-i.70448302.5432987919,https://down-id.img.susercontent.com/file/id-11134201-7rasa-m403ois31j08f7_tn.webp,Frisian Flag Family UHT Full Cream 946 ml x 3 pcs,59.600,-7%,4.8,KOTA SURABAYA,"Isi paket Frisian Flag Family UHT Full Cream 946 ml x 3 pcs. Frisian Flag UHT Fullcream merupakan susu UHT yang dibuat khusus untuk memenuhi kebutuhan nutrisi keluarga. Dihasilkan dari susu sapi segar berkualitas yang diolah dengan proses sterilisasi menggunakan Ultra High Temperature (UHT) sehingga sehat dan aman dikonsumsi setiap saat. Susu cair UHT ini memiliki rasa yang nikmat dengan kandungan vitamin, mineral, dan serat pangan yang berlimpah, terutama kandungan kalsium untuk pertumbuhan dan kekuatan tulang. Nikmati susu full cream yang lezat dan bernutrisi ini untuk seluruh keluarga! Termasuk dalam kategori produk susu dan susu UHT."
https://shopee.co.id/Excelso-Robusta-Gold-Folding-Box-Kopi-10-x-10-Gr-i.65323877.6251545284,https://down-id.img.susercontent.com/file/4f83f1a7c26feaf3d6b319664a098800_tn.webp,Excelso Robusta Gold Folding Box Kopi 10 x 10 Gr,25.500,-4%,4.9,KOTA SURABAYA,"Excelso Robusta Gold Coffee 10 x 10gr terbuat dari biji kopi pilihan dari kebun yang dikelola secara profesional. Dipanggang dan diramu khusus untuk menghasilkan rasa yang mantap dan eksklusif. Valve menjamin keutuhan rasa dan aroma kopi, menguapkan kelebihan gas alamiah dengan sendirinya, dan mencegah masuknya udara ke dalam kemasan. Nikmati kopi bubuk robusta dengan rasa yang mantap dan eksklusif ini! Termasuk dalam kategori kopi bubuk dan minuman kopi."
https://shopee.co.id/Bestchicken-Daging-Ayam-Potongan-Campur-1-Kg-Cut-Up-1000-gr-i.269483414.5836165586,https://down-id.img.susercontent.com/file/id-11134201-7rbk7-m77pgjec0gm617_tn.webp,Bestchicken Daging Ayam Potongan Campur 1 Kg / Cut Up 1000 gr,41.900,-24%,4.9,KOTA BEKASI,"Bestchicken Daging Ayam Potongan Campur 1 Kg / Cut Up 1000 gr. INFORMASI PRODUK: Partingan Ayam / Potongan ayam campur terdiri dari paha, sayap, dada (acak, tidak bisa pilih). Berat: 1000 gr. Isi bervariasi 8-10 pcs. Kesegaran terjamin dan kualitas ayam terbaik. Cocok untuk masakan rumah maupun restoran. Melalui proses modern (screw chilling, blast freezing, dan kontrol rantai dingin terkomputerisasi). Tanpa pengawet, perasa buatan, hormon, bahan tambahan & 0 lemak trans. Memiliki kandungan gizi yang sama dengan ayam segar. Memiliki sertifikasi Halal MUI dan NKV. Nikmati daging ayam segar yang sudah dipotong campur ini! Termasuk dalam kategori daging dan ayam"
https://shopee.co.id/Ensure-Gold-HMB-Vanila-150-g-Nutrisi-Dewasa-Rendah-Laktosa-i.27475286.21371255298,https://down-id.img.susercontent.com/file/id-11134207-7r991-lr8bggdokhmub4_tn.webp,Ensure Gold HMB Vanila 150 g - Nutrisi Dewasa Rendah Laktosa,61.500,,4.9,KOTA TANGERANG,"Ensure Gold HMB Vanila 150 g adalah susu nutrisi dewasa pertama dan satu-satunya dengan kandungan HMB (Hidroksi Metil Butirat) serta Triple Protein yang berfungsi untuk memperlambat kerusakan otot, merangsang pembentukan protein, pembuatan antibodi & sel sistem imun, juga berguna untuk bantu pembentukan massa otot. Ensure Gold juga diperkaya dengan 13 Vitamin dan 9 Mineral yang dapat membantu kesehatan tulang, fungsi jantung serta menjaga daya tahan tubuh. Rendah laktosa sehingga nyaman di perut dengan rasa vanila yang lezat. 1  Nikmati susu rendah laktosa dengan nutrisi lengkap untuk dewasa ini! Termasuk dalam kategori suplemen dewasa dan susu nutrisi."
https://shopee.co.id/Tong-Tji-Jasmine-Tea-Sachet-Teh-Celup-Per-Renceng-i.510776239.10828437843,https://down-id.img.susercontent.com/file/sg-11134201-7rbk0-lkp17rudsck538_tn.webp,"Tong Tji Jasmine Tea Sachet, Teh Celup Per Renceng",17.600,-20%,5.0,KAB. SEMARANG,Tong Tji Jasmine Tea Sachet adalah teh melati celup yang dibuat dari perpaduan pucuk daun teh pilihan dengan bunga melati asli. Rasanya yang khas dan aroma melatinya yang 1  halus menjadikan Jasmine Tea Tong Tji sebagai produk unggulan yang dapat memenuhi kepuasan penikmat teh sejati. Produk ini berupa teh celup (tea bag) dalam kemasan sachet per renceng. Nikmati teh melati dengan aroma yang halus dan rasa yang pas ini! Termasuk dalam kategori minuman dan teh celup. 
https://shopee.co.id/ABT-Telur-Ayam-Negeri-1-Tray-(Isi-30-Butir-1800-1900gram)-i.125168743.19155496348,https://down-id.img.susercontent.com/file/id-11134207-7rasj-m2xnxrqo39bz04_tn.webp,"ABT - Telur Ayam Negeri 1 Tray (Isi 30 Butir, 1800-1900gram)",59.000,,4.9,KOTA JAKARTA SELATAN,"TELUR AYAM NEGERI 1 tray isi 30 Butir. Estimasi Berat Bersih 1.700 - 1.850 gram dari AMALIA BINTANG TELUR, distributor telur terlengkap & berkualitas. GARANSI SEGAR, BERKUALITAS DAN UTUH SAMPAI TUJUAN. Barang selalu tersedia, kualitas dan kesegaran terjamin, pengiriman dikemas rapih dan aman. Jika telur pecah, busuk, atau encer akan diganti (refund dana sesuai jumlah telur). Dapatkan telur ayam negeri segar dan berkualitas ini! Termasuk dalam kategori bahan makanan dan telur."
https://shopee.co.id/Tropicana-Slim-Cafe-Latte-10-Sachet-14gr-Kopi-Susu-Nikmat-Tanpa-Gula-Pasir-i.12656836.95387852,https://down-id.img.susercontent.com/file/id-11134207-7r98z-llt2zvh0vig4b3_tn.webp,Tropicana Slim Cafe Latte 10 Sachet 14gr - Kopi Susu Nikmat Tanpa Gula Pasir,28.800,-50%,4.9,KOTA JAKARTA UTARA,"Tropicana Slim Cafe Latte 10 Sachet @ 14gr adalah paduan kopi susu yang sempurna dengan rasa manis yang bisa dinikmati tanpa rasa khawatir karena diformulasikan tanpa penambahan gula pasir, sehingga aman untuk diabetesi dan cocok untuk diet. Semangati harimu dengan secangkir Tropicana Slim 1  Cafe Latte! Mengapa Tropicana Slim Cafe Latte? Rasa kopi susu yang nikmat, tanpa penambahan gula pasir, aman untuk diabetesi dan 2  cocok untuk diet, lebih rendah kafein, aman untuk ibu hamil dan 3  menyusui. Nikmati kopi instan rendah gula rasa latte yang lezat ini! Termasuk dalam kategori minuman instan dan kopi instan"
https://shopee.co.id/Cuka-Dapur-Dua-Belibis-650ml-Rasa-Asam-Segar-i.59512114.988097460,https://down-id.img.susercontent.com/file/5e11a7f9da438d4eaef9103371833b47_tn.webp,Cuka Dapur Dua Belibis 650ml Rasa Asam Segar,9.500,-10%,4.9,KOTA JAKARTA UTARA,Cuka Dapur Dua Belibis 650ml Rasa Asam Segar. Rasa asam dan segar dari cuka dapur Dua Belibis menjadikan semua masakan lebih istimewa. Tambahkan cuka masak ini untuk cita rasa asam yang segar pada masakan Anda! Termasuk dalam kategori bumbu masakan dan cuka
https://shopee.co.id/Racik-Bumbu-Spesial-Rendang-50g-i.662865944.16220192145,https://down-id.img.susercontent.com/file/id-11134207-7r98z-ln100za03ed2f1_tn.webp,Racik Bumbu Spesial Rendang 50g,7.000,,4.9,KOTA TANGERANG SELATAN,"1pc Indofood Bumbu Rendang 45gr. Bumbu instan Indofood Rendang siap lezatkan masakan rendang Anda tanpa perlu lama mengolah bumbu dapur. Rendang lezat dengan aroma khas pun siap disantap dalam waktu sekejap. Keunggulan: Rempah asli pilihan yang dikeringkan, tanpa bahan pengawet dan pewarna, umur simpan 24 bulan. Masak rendang lezat dengan bumbu siap pakai ini! Termasuk dalam kategori bumbu masakan dan bumbu instan."
https://shopee.co.id/Sasa-MSG-250-gr-i.142014424.2161723767,https://down-id.img.susercontent.com/file/e96644c5c9c46a33a3110dcbb8fb952e_tn.webp,Sasa MSG 250 gr,14.052,,5.0,KOTA JAKARTA TIMUR,"Sasa MSG 250 gr adalah penyedap rasa yang terbuat dari alami tetes tebu, melalui proses fermentasi yang menghasilkan protein glutamat secara alami dan diproses secara higienis untuk menghasilkan produk berkualitas. Tambahkan MSG Sasa untuk meningkatkan rasa umami pada masakan Anda! Termasuk dalam kategori bumbu masakan dan penyedap rasa."
https://shopee.co.id/Totole-Kaldu-Jamur-200gr-Pengganti-Kaldu-Daging-Sehat-i.65323877.1190364831,https://down-id.img.susercontent.com/file/id-11134201-7r98t-lz4hngmewt9k06_tn.webp,Totole Kaldu Jamur 200gr Pengganti Kaldu Daging Sehat,28.800,-6%,4.9,KOTA SURABAYA,"Totole Kaldu Rasa Jamur 200gr merupakan kaldu jamur pengganti kaldu daging, kaldu jenis baru yang dapat dinikmati oleh vegetarian maupun non-vegetarian untuk pola makan sehat karena mengandung banyak vitamin B, zat besi, antioksidan, dan dapat meningkatkan sistem kekebalan tubuh. Gunakan penyedap rasa alami ini untuk menambah kelezatan masakan Anda! Termasuk dalam kategori bumbu masakan dan kaldu jamur."
https://shopee.co.id/Omaku-Terasi-Bubuk-10-x-7-gr-i.176929340.15457292015,https://down-id.img.susercontent.com/file/77c53a27f02b055562faef25a5aa13d5_tn.webp,Omaku Terasi Bubuk 10 x 7 gr,5.000,,4.9,KAB. TEGAL,"Omaku Terasi Bubuk 10 x 7 gr. Terasi bubuk Omaku sudah disangrai, sehingga sangat praktis. Tambahkan terasi bubuk Omaku ke sambal, tumis kangkung, sayur asam, dan hidangan lainnya untuk membuat hidangan Anda tambah menggugah selera. Gunakan bumbu instan terasi ini untuk menambah cita rasa pada masakan Anda! Termasuk dalam kategori bumbu masakan dan terasi."
https://shopee.co.id/1-SIMBA-Sereal-Choco-Chips-Bag-950gr-1-Choco-Chips-Bag-Strawberi-950-gr-i.67400094.13956746768,https://down-id.img.susercontent.com/file/id-11134207-7qul1-lfthg2wrae201b_tn.webp,1 SIMBA Sereal Choco Chips Bag 950gr  & 1 Choco Chips Bag Strawberi 950 gr,85.200,-14%,4.9,KAB. TANGERANG,"SIMBA Sereal Choco Chips Bag adalah makanan sereal rasa cokelat berbentuk kerang (shell) yang terbuat dari bahan-bahan berkualitas dan mengandung Kalsium, Iron, Vitamin, dan Serat. Dapat dicampurkan dengan susu untuk sarapan pagi atau dimakan langsung sebagai makanan ringan. Rasa cokelatnya yang lezat bikin hari lebih semangat. Nikmati makanan sereal cokelat yang renyah dan bergizi ini! Termasuk dalam kategori sereal dan sarapan"
https://shopee.co.id/MamaSuka-Rumput-Laut-Panggang-Pedas-Isi-2-4-5-Gr-i.267130746.3338044881,https://down-id.img.susercontent.com/file/id-11134207-7r98x-lshwm3alc8713b_tn.webp,"MamaSuka - Rumput Laut Panggang Pedas Isi 2 @4,5 Gr",12.420,-10%,4.9,KOTA JAKARTA TIMUR,"Rumput Laut Kering Panggang Pedas MamaSuka merupakan makanan berupa lembaran rumput laut kering yang dipanggang 2 kali dengan minyak zaitun, minyak jagung, dan minyak wijen kemudian ditaburi garam halus. Makanan ini kaya serat, vitamin, dan mineral serta rendah kolesterol, karena rumput laut punya manfaat baik untuk kesehatan. Salah satunya meningkatkan kesehatan jantung berkat kandungan asam lemak omega-3 dan antioksidan. Nikmati camilan rumput laut panggang rasa pedas yang sehat dan lezat ini! Termasuk dalam kategori makanan ringan dan rumput laut."
https://shopee.co.id/Tropicana-Slim-Sweetener-Classic-100-Sachet-Pemanis-untuk-Bantu-Batasi-Gula-i.12656836.95387810,https://down-id.img.susercontent.com/file/id-11134207-7qul5-ljz48wbbpcfe7f_tn.webp,Tropicana Slim Sweetener Classic 100 Sachet - Pemanis untuk Bantu Batasi Gula,86.500,-17%,4.9,KOTA JAKARTA UTARA,"Tropicana Slim Sweetener Classic 100 Sachet telah dipercaya selama hampir 50 tahun dan dinikmati di lebih dari 30 negara. Nikmati rasa manis pemanis buatan Tropicana Slim Sweetener Classic dengan berbagai minuman favoritmu tanpa rasa khawatir karena diformulasikan bebas gula pasir dan rendah kalori, sehingga ideal untuk bantu jaga dan kontrol kadar gula darah. Mengapa Tropicana Slim Sweetener 1  Classic? Bebas gula pasir dan rendah kalori, 2  aman untuk diabetesi dan cocok untuk diet, rasa manis paling pas, paling mirip dengan gula pasir. Gunakan pemanis nol kalori ini untuk minuman Anda! Termasuk dalam kategori bahan makanan dan pemanis"
https://shopee.co.id/Tong-Tji-Super-Jasmine-Tea-250g-Teh-Seduh-per-Pack-i.511533989.11828471997,https://down-id.img.susercontent.com/file/sg-11134201-7rbk0-lkq5lyn0qjpj00_tn.webp,"Tong Tji Super Jasmine Tea 250g, Teh Seduh per Pack",20.000,-17%,4.9,KAB. SIDOARJO,"Tong Tji Jasmine Tea Super (Teh Super) dibuat dari perpaduan pucuk daun teh pilihan dengan bunga melati asli. Rasanya yang khas dan aroma melatinya yang halus membuat Teh Jasmine Super Tong Tji digemari masyarakat, terlebih bila disajikan di dalam poci tanah liat. Produk ini berupa teh seduh (Loose Tea) kemasan 250 gram. Paduan daun teh pucuk dan bunga melati asli pilihan, diolah secara cermat untuk mendapatkan kenikmatan yang mantap bagi pecinta teh sejati. Rasa sepet yang pas dan aroma bunga melati asli yang halus. Cara Penyajian: Bilas poci dengan air panas. Masukkan teh Tong Tji sebanyak satu sendok makan penuh. Tuang +/- 300 cc air panas (80°C). Diamkan selama +/- 5 menit. Nikmati teh melati seduh dengan aroma yang khas ini! Termasuk dalam kategori minuman dan teh seduh."
https://shopee.co.id/HiLo-School-Susu-Strawberry-10-Sachet-Susu-Tinggi-Kalsium-Lebih-Rendah-Gula-i.12656836.19355313849,https://down-id.img.susercontent.com/file/id-11134207-7r98p-lyqczhy34yceec_tn.webp,HiLo School Susu Strawberry 10 Sachet - Susu Tinggi Kalsium Lebih Rendah Gula,37.300,-21%,4.9,KOTA JAKARTA UTARA,"HiLo School Susu Strawberry 10 Sachet adalah susu rasa stroberi yang enak untuk tumbuh ke atas! Tersedia dalam kemasan sachet yang praktis! Tinggi Kalsium, Lebih Rendah Gula & Lemak, Tinggi 12 Vitamin. Untuk capai cita-cita setinggi langit, dukung anak selalu aktif dan penuhi kebutuhan nutrisinya. Jangan lupa, minum HiLo School setiap hari, susu tinggi kalsium dan lebih rendah gula & lemak dengan rasa yang enak. Lengkap dengan 12 vitamin dan dalam kemasan sachet yang praktis untuk dukung aktivitas hariannya. HiLo School, Tumbuh Tuh Ke Atas! Nikmati susu bubuk instan rasa stroberi yang lezat dan bernutrisi ini! Termasuk dalam kategori produk susu dan susu bubuk."
https://shopee.co.id/Lada-Putih-Bubuk-Halal-GMP-(38gr)-i.59512712.989200620,https://down-id.img.susercontent.com/file/dabcc36351aa632f5a22a7d640c65f97_tn.webp,Lada Putih Bubuk Halal GMP (38gr),12.700,,4.9,KOTA JAKARTA UTARA,"Lada Putih Bubuk Halal GMP (38gr) dibuat dari rempah asli dan bahan pilihan yang bermutu, lalu diproses menjadi lada putih bubuk yang dikemas dengan praktis sehingga dapat digunakan untuk segala macam keperluan. Tambahkan bumbu dapur lada putih bubuk ini untuk cita rasa pedas dan hangat pada masakan Anda! Termasuk dalam kategori bumbu masakan dan lada."
https://shopee.co.id/Pewarna-Makanan-Kuning-Muda-Koepoe-Koepoe-(30ml)-Halal-i.59512712.1024788054,https://down-id.img.susercontent.com/file/fd2e790cf2a328881e2dee1cc6d63b46_tn.webp,Pewarna Makanan Kuning Muda Koepoe Koepoe (30ml) Halal,4.000,,4.9,KOTA JAKARTA UTARA,"Pewarna Makanan Kuning Muda Koepoe Koepoe (30ml) Halal digunakan sebagai bahan tambahan pangan untuk memberikan warna kuning muda pada makanan dan minuman. Tersedia dalam varian warna yang beraneka ragam sesuai dengan kebutuhan. Keunggulan: Tersedia dalam varian warna yang beraneka ragam, sertifikasi BPOM, HALAL, ISO 2000 dan HACCP, memenuhi standar GMP, kemasan yang mudah diaplikasikan, tahan panas dan warna tidak pudar setelah baking, tidak ada rasa pahit, ekonomis & efisien. Gunakan pewarna makanan ini untuk mempercantik tampilan kreasi kuliner Anda! Termasuk dalam kategori bahan makanan dan pewarna makanan."
https://shopee.co.id/Racik-Bumbu-Spesial-Opor-Ayam-45g-i.662865944.16320191903,https://down-id.img.susercontent.com/file/id-11134207-7r98v-ln0zytg5zj5t9e_tn.webp,Racik Bumbu Spesial Opor Ayam 45g,7.000,,4.9,KOTA TANGERANG SELATAN,"1pc Indofood Bumbu Opor 45gr. Sajikan opor rumahan yang gurih dan nikmat dengan Bumbu Instan Indofood Opor. Aroma kuahnya harum penuh selera, rasanya pun lezat. Cepat dan praktis! Keunggulan: Rempah asli pilihan yang dikeringkan, tanpa bahan pengawet dan pewarna, umur simpan 24 bulan. Masak opor lezat dengan bumbu siap pakai ini! Termasuk dalam kategori bumbu masakan dan bumbu instan."
https://shopee.co.id/Top-Coffee-Kopi-Instan-White-Pack-21-gr-isi-10-pcs-i.64474495.2646302658,https://down-id.img.susercontent.com/file/5803c5628b470afd780cfc678458ef46_tn.webp,Top Coffee Kopi Instan White Pack 21 gr isi 10 pcs,14.700,-1%,4.9,KOTA SURABAYA,"TOP Kopi White Pack 12X10X21GR. Sebuah karya kenikmatan mewah dalam perpaduan biji-biji kopi pilihan dari produksi alam yang baik, menghasilkan secangkir kopi dengan keseimbangan cita rasa. Top White Coffee memanjakan para pecinta kopi dengan kopi instan yang bermutu dan berkualitas baik. Cara penyajian: Tuangkan 1 sachet ke dalam cangkir, seduh dengan 180ml air panas. Aduk hingga rata dan Top White Coffee siap disajikan. Nikmati kopi putih instan yang lezat dan praktis ini! Termasuk dalam kategori minuman instan dan kopi instan"
https://shopee.co.id/Kobe-Bumbu-Nasi-Uduk-Praktis-15gr-x-3pcs-i.151380172.22525629525,https://down-id.img.susercontent.com/file/sg-11134201-7repe-m2gbjmcvngsg21_tn.webp,Kobe Bumbu Nasi Uduk Praktis 15gr x 3pcs,7.350,,4.9,KOTA JAKARTA SELATAN,"Kobe Bumbu Nasi Uduk Praktis 15gr x 3pcs adalah bumbu matang yang praktis untuk membuat nasi uduk cukup dengan diaduk pada nasi hangat. Kobe Bumbu Aduk Nasi Uduk dapat menyulap nasi putih matang menjadi nasi uduk dengan seketika tanpa harus dimasak. Sudah lengkap dengan santan, semua rempah, dan bumbu sehingga praktis, tidak perlu penambahan apa pun. Keunggulan Kobe Bumbu Aduk Nasi Uduk: Bumbu Aduk sudah matang, praktis tinggal tuang dan aduk dengan nasi hangat, cita rasa nasi uduk yang khas dengan rasa gurih yang pas, diracik menggunakan rempah pilihan, diproduksi dengan teknologi modern & higienis, tanpa bahan pewarna & tanpa pengawet, sudah lengkap dengan santan. Nikmati bumbu instan nasi uduk yang praktis dan lezat ini! Termasuk dalam kategori bumbu masakan dan bumbu instan."
https://shopee.co.id/HiLo-Gold-Original-1000-Gram-Susu-Tinggi-Kalsium-Plain-i.12656836.5163826023,https://down-id.img.susercontent.com/file/id-11134207-7r98r-lvv76i6o216y75_tn.webp,HiLo Gold Original 1000 Gram - Susu Tinggi Kalsium Plain,160.200,-16%,4.9,KOTA JAKARTA UTARA,"HiLo Gold Original 1000 Gram adalah susu tinggi kalsium rasa plain untuk dewasa. Semakin bertambahnya usia, massa otot akan mengalami penurunan. Mulai Nabung Otot untuk bergerak Gesit dari Kini Hingga Nanti dengan konsumsi HiLo Gold setiap hari, susu paling lengkap nutrisi, tinggi kalsium dan tinggi protein yang rasanya paling enak untuk nutrisi gesit kamu setiap hari. Kandungan nutrisi dalam segelas HiLo Gold: Tinggi Kalsium, sumber protein, sumber magnesium, lebih rendah lemak dan tanpa penambahan gula, dengan Glukosamin, dengan Alga Merah (sumber 74 mineral dan kalsium organik), 100% AKG Vitamin B, 100% AKG Vitamin D, Tinggi Zink, Selenium, serta 10 Vitamin dan 4 mineral lainnya. Nikmat diminum hangat ataupun dingin. BPOM Certified & Halal. Nikmati susu bubuk dewasa rasa original yang bernutrisi lengkap ini! Termasuk dalam kategori suplemen dewasa dan susu nutrisi."
https://shopee.co.id/10-Pcs-Indomie-Goreng-Spesial-i.133304525.2110434421,https://down-id.img.susercontent.com/file/sg-11134201-23010-6yi91lu3admv4c_tn.webp,10 Pcs - Indomie Goreng Spesial,36.200,-14%,4.9,KOTA TANGERANG SELATAN,"10 Pcs - Indomie Goreng Spesial, legenda dapur Indonesia yang selalu wajib tersedia, dari generasi emas sampai halilintar. Mi goreng instan dengan bumbu spesial dan taburan bawang goreng hasilkan aroma yang lezat untuk menggoreng semangat. Nikmati mie instan goreng yang lezat dan praktis ini! Termasuk dalam kategori makanan instan dan mie instan goreng."
https://shopee.co.id/Mazzoni-Bumbu-Tabur-BBQ-100-Gram-i.34861502.622301970,https://down-id.img.susercontent.com/file/id-11134207-7ras9-m2kc3brdxurdf3_tn.webp,Mazzoni Bumbu Tabur BBQ 100 Gram,4.750,,4.9,KAB. SUKOHARJO,"Mazzoni Bumbu Tabur BBQ 100 Gram. Ingin membuat hidangan yang lezat dan menggugah selera? Mazzoni Bumbu Tabur Barbeque adalah solusinya! Bumbu tabur barbeque ini terbuat dari bahan-bahan berkualitas tinggi dan diproses dengan teknologi modern, sehingga menghasilkan rasa yang gurih dan lezat 1  dengan aroma yang khas dan menggugah selera. Cocok dipadukan dengan berbagai macam makanan. Keunggulan: Rasa yang gurih dan lezat, aroma yang khas, cocok untuk berbagai makanan, kemasan praktis, masa simpan hingga 1 tahun, sudah berBPOM. Cara penggunaan: Taburkan secukupnya pada makanan yang akan dimasak atau digoreng, aduk rata dan masak sesuai selera. Yuk, buat hidangan yang lezat dengan bumbu tabur rasa BBQ ini! Memasak jadi lebih mudah dan praktis! Termasuk dalam kategori bumbu masakan dan bumbu tabur"
